source_x,source_y,mu_1,mu_2,mu_3,mu_4,td_1,td_2,td_3,td_4
2.8691705824632523e-05,1.0171307619693376e-06,5.398284,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.69541774746756e-05,7.33121232871612e-06,6.079807,10.19641,-7.780748,-5.699745,0.0,0.165105648,0.21885413759999997,0.2832460704
2.183682731668524e-05,2.189218037487296e-05,5.935486,0.0,0.0,-4.59799,0.0,0.0,0.0,0.3879448128
1.0544541170104098e-05,2.9074674626022326e-05,7.141476,0.0,0.0,-4.02293,0.0,0.0,0.0,0.36708292800000003
2.768755941450223e-06,1.0976515462446962e-05,0.0,0.0,-7.366928,-5.101362,0.0,0.0,0.1234736352,0.2232803232
2.0529526787434447e-05,1.2636333005825484e-05,5.897278,0.0,0.0,-5.313797,0.0,0.0,0.0,0.33120446400000003
1.8509993091640845e-05,2.7327760123438254e-05,6.29275,0.0,0.0,-4.194837,0.0,0.0,0.0,0.3994713504
1.2661397705384394e-05,8.22366391723737e-06,6.38755,9.371521,-7.488871,-5.472982,0.0,0.12312509760000001,0.18895576320000002,0.2623560192
2.598830347284315e-06,3.46870466598448e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9.493836955289593e-06,1.558559207849921e-05,6.77018,9.40455,-8.546751,-4.828172,0.0,0.0904156992,0.14274092160000001,0.28299827520000004
1.9275908687657665e-05,2.110444524693538e-05,6.099339,0.0,0.0,-4.602416,0.0,0.0,0.0,0.3683997504
7.223292359615757e-06,2.5688458442418307e-05,7.385631,0.0,0.0,-4.183144,0.0,0.0,0.0,0.329454864
1.2040951177686704e-05,1.7488674051570093e-05,6.591603,0.0,0.0,-4.730045,0.0,0.0,0.0,0.30728211839999997
2.2599542188681496e-05,9.85780085427444e-06,5.749774,0.0,0.0,-5.677266,0.0,0.0,0.0,0.3304479456
2.8857051309266174e-05,3.1536440078319666e-06,5.392496,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.7229581239475838e-05,5.042665159925232e-06,6.048322,10.08476,0.0,0.0,0.0,0.16837657920000001,0.0,0.0
6.610511044801669e-06,1.3407964318065584e-05,6.984824,8.657839,-7.89213,-4.950914,0.0,0.06345845856,0.1345395744,0.2559170592
5.037296559832332e-06,1.817533933010055e-05,0.0,0.0,-8.652745,-4.614941,0.0,0.0,0.1092816576,0.2741701824
6.610209775605986e-06,2.624843771038479e-05,7.496047,0.0,0.0,-4.149631,0.0,0.0,0.0,0.32983104960000004
2.405699584011493e-05,1.5172438103816725e-05,5.71033,0.0,0.0,-5.201542,0.0,0.0,0.0,0.3660444864
1.747977311398204e-05,5.137084335532911e-06,6.032696,10.14493,0.0,0.0,0.0,0.17079984,0.0,0.0
8.02716415521733e-06,1.8957030330367014e-05,7.008825,0.0,0.0,-4.586637,0.0,0.0,0.0,0.2939573376
4.4721022417542506e-06,8.001655702393867e-06,0.0,0.0,-7.001855,-5.345952,0.0,0.0,0.1439589024,0.21661007040000002
1.858403617626913e-05,1.914091559984083e-05,6.113919,0.0,0.0,-4.728185,0.0,0.0,0.0,0.3535704864
8.08757797538561e-06,2.9034472737575858e-05,7.453639,0.0,0.0,-4.010691,0.0,0.0,0.0,0.354445632
2.8838320825098706e-06,1.6453249922690243e-05,0.0,0.0,-8.229262,-4.716564,0.0,0.0,0.104089104,0.2536778304
3.3033808217591844e-06,2.7747368159918608e-05,0.0,0.0,0.0,-4.059188,0.0,0.0,0.0,0.323244
1.7547050431774042e-05,1.2242524617067448e-05,6.086206,0.0,0.0,-5.253675,0.0,0.0,0.0,0.311123376
7.432218938295519e-06,6.570109528026036e-06,6.786695,8.431332,-6.915021,-5.504947,0.0,0.07249722911999999,0.1656980064,0.22510180800000001
2.819066985844272e-05,6.52068092165876e-06,5.433587,0.0,0.0,-6.464737,0.0,0.0,0.0,0.3517440768
1.2492292227891174e-05,9.37571979057001e-06,6.412996,9.422965,-7.671953,-5.366528,0.0,0.1211857632,0.18341328959999997,0.2671331616
2.7882120940037097e-05,2.5872000352213198e-06,5.439514,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.087490012096793e-05,1.6973060239281813e-05,5.925877,0.0,0.0,-4.948062,0.0,0.0,0.0,0.3556541088
2.3237449995285244e-05,2.2808658704289565e-05,5.8577,0.0,0.0,-4.562213,0.0,0.0,0.0,0.4014395424
1.4040010453029468e-05,4.401427037890343e-06,6.259275,9.421611,0.0,0.0,0.0,0.1373184576,0.0,0.0
4.4036814578530476e-06,2.6779337008457506e-05,0.0,0.0,0.0,-4.112625,0.0,0.0,0.0,0.3223733472
2.2553793329612167e-05,9.496535832358452e-06,5.749954,0.0,0.0,-5.714872,0.0,0.0,0.0,0.32841478080000003
2.0063154893656178e-07,2.3845920758823522e-05,0.0,0.0,-9.634154,-4.264377,0.0,0.0,0.06741949248,0.2844427104
8.125344116342556e-06,2.0748524371220367e-05,7.062161,0.0,0.0,-4.475217,0.0,0.0,0.0,0.30472632
5.197388422341281e-06,1.1507908061435795e-05,7.075251,8.320301,-7.518464,-5.077795,0.0,0.05017667904,0.1340654976,0.2384595936
2.6716054151968354e-06,4.045843471117814e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.8264391990504796e-05,6.563439504286545e-06,5.430067,0.0,0.0,-6.464052,0.0,0.0,0.0,0.3524396832
1.437431395050986e-05,4.215529912842465e-06,6.235113,9.475742,0.0,0.0,0.0,0.1406143584,0.0,0.0
