source_x,source_y,mu_1,mu_2,mu_3,mu_4,td_1,td_2,td_3,td_4
1.7584818561459923e-05,2.6500547852924295e-05,6.348231,0.0,0.0,-4.231504,0.0,0.0,0.0,0.38940022080000003
2.610306718967431e-05,1.529932277083111e-05,5.595666,0.0,0.0,-5.264619,0.0,0.0,0.0,0.3797371584
9.24050612794181e-06,1.602319818964793e-05,6.804291,9.399152,-8.608954,-4.794488,0.0,0.0878581728,0.1397481984,0.284025744
4.747910892851908e-05,4.472321621771086e-06,4.643632,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.144778522463036e-06,3.858673969492142e-05,8.321549,0.0,0.0,-3.563401,0.0,0.0,0.0,0.4125657888
2.6445586747524003e-05,1.342408692956634e-05,5.561457,0.0,0.0,-5.469076,0.0,0.0,0.0,0.3726147744
1.3078407261985372e-05,1.8913251860603926e-05,6.536921,0.0,0.0,-4.647867,0.0,0.0,0.0,0.32088890880000004
2.3440321105957686e-05,6.37963732826139e-06,5.682753,0.0,0.0,-6.139424,0.0,0.0,0.0,0.3194267616
3.2180304526250943e-05,1.407234713542247e-06,5.235104,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5.837265110393988e-06,4.3884785885060115e-05,0.0,0.0,0.0,-3.347917,0.0,0.0,0.0,0.44396812799999996
3.032049750299698e-05,5.285653319140338e-07,5.320285,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2.0439134118538692e-05,2.1384086727837867e-05,6.022255,0.0,0.0,-4.605499,0.0,0.0,0.0,0.3768066432
1.601741178618126e-05,2.137289435806553e-06,6.117087,9.721032,0.0,0.0,0.0,0.15693557760000001,0.0,0.0
1.911375505848507e-05,6.766075397401044e-06,5.938424,0.0,0.0,-5.853716,0.0,0.0,0.0,0.2937554208
2.02940949112699e-06,3.383074881821799e-05,0.0,0.0,0.0,-3.762052,0.0,0.0,0.0,0.3572688384
6.261761843559489e-06,1.1467880841912153e-05,6.972168,8.478703,-7.560716,-5.090997,0.0,0.06045570432,0.13991754239999998,0.2437947072
1.0231231939230021e-05,1.7195277023257073e-07,6.525916,8.720643,0.0,0.0,0.0,0.10029908159999999,0.0,0.0
3.5416272386553425e-05,7.8771278875441e-06,5.104863,0.0,0.0,-6.90134,0.0,0.0,0.0,0.408694464
1.815062597045743e-05,1.2202518110752083e-05,6.045464,0.0,0.0,-5.275476,0.0,0.0,0.0,0.314537472
9.91525050706343e-06,1.4421704778424143e-05,6.705676,9.367247,-8.356474,-4.917094,0.0,0.0948255552,0.149328144,0.278989056
8.338824152632257e-06,2.6856550163509363e-05,7.304177,0.0,0.0,-4.126174,0.0,0.0,0.0,0.3422002464
9.892682824132263e-06,1.5104885277287327e-05,6.723048,9.437188,-8.49319,-4.867473,0.0,0.0943778304,0.1467422784,0.2825455392
1.8308237189413338e-05,2.594057043195332e-05,6.274918,0.0,0.0,-4.274324,0.0,0.0,0.0,0.39022266240000003
5.855876849878374e-06,1.3990295894641823e-05,7.074315,8.572998,-7.945126,-4.902304,0.0,0.05611119264,0.1283310432,0.25512494399999996
4.953784007104652e-06,4.2290169565686345e-05,0.0,0.0,0.0,-3.408173,0.0,0.0,0.0,0.42877408320000004
3.0330615898031583e-05,1.0011732667468292e-05,5.3431,0.0,0.0,-6.102383,0.0,0.0,0.0,0.382300992
1.3032006392334246e-05,8.029751032562623e-06,6.358196,9.4289,-7.489265,-5.500747,0.0,0.12677446080000002,0.1919404512,0.26352587520000004
8.161801730496909e-06,3.104184747533409e-05,7.562451,0.0,0.0,-3.910425,0.0,0.0,0.0,0.36750542399999997
9.501949851904283e-06,3.787503593220423e-05,7.813663,0.0,0.0,-3.60137,0.0,0.0,0.0,0.4187512512
4.264327681778828e-05,5.3766423443489985e-06,4.813965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3.703983584807309e-05,3.519202491719015e-06,5.028452,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.094119724257281e-07,8.654883118289426e-06,0.0,0.0,-7.026226,-5.273344,0.0,0.0,0.1192726944,0.1980416736
2.2653275317137012e-06,2.9265987682945106e-06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7.114890002099332e-06,3.7775084564253105e-05,8.252241,0.0,0.0,-3.597831,0.0,0.0,0.0,0.40689190080000004
4.819544553861629e-06,1.8955546320094043e-05,0.0,0.0,-8.792156,-4.564375,0.0,0.0,0.1055248128,0.27753477120000003
2.1793148265510155e-06,3.351458384187971e-05,0.0,0.0,0.0,-3.776682,0.0,0.0,0.0,0.355796064
3.9743156431171804e-05,8.233994027007425e-06,4.92907,0.0,0.0,-7.321697,0.0,0.0,0.0,0.44227710719999996
3.49156981089122e-05,7.521711340093581e-06,5.125329,0.0,0.0,-6.920578,0.0,0.0,0.0,0.4035230784
